critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,bc_actor/loss,onestep_actor/total_loss,onestep_actor/distill_loss,onestep_actor/q_loss,onestep_actor/mse,step
1.003330945968628,0.02347625605762005,0.18162192404270172,-0.12488062679767609,1.5293123722076416,5.686663627624512,5.446399688720703,0.2402641624212265,0.5336777567863464,0
0.13596723973751068,-39.79188537597656,-0.9705514311790466,-40.46438980102539,0.6213480234146118,40.007362365722656,0.26836341619491577,39.73899841308594,0.33530014753341675,10000
0.41944223642349243,-63.093509674072266,-17.921302795410156,-63.95070266723633,0.6207839846611023,63.44978332519531,0.3187564015388489,63.13102722167969,0.30931711196899414,20000
3.400438070297241,-75.75656127929688,0.008613616228103638,-78.26642608642578,0.49870336055755615,75.93830108642578,0.3079092502593994,75.6303939819336,0.2749553918838501,30000
0.7044402360916138,-82.80767059326172,-0.29992276430130005,-86.95574951171875,0.5661839246749878,83.06855010986328,0.34288835525512695,82.72566223144531,0.26985862851142883,40000
1.102092981338501,-86.02139282226562,-16.5418643951416,-91.99700927734375,0.5813709497451782,86.35342407226562,0.40582275390625,85.94760131835938,0.274634450674057,50000
1.1771399974822998,-88.37144470214844,0.6392594575881958,-94.99993133544922,0.5016903877258301,88.59329223632812,0.31105348467826843,88.28224182128906,0.2290007770061493,60000
0.8993834853172302,-90.17094421386719,-0.15915900468826294,-96.44843292236328,0.5992802977561951,90.39418029785156,0.334520161151886,90.05966186523438,0.23941636085510254,70000
1.8224000930786133,-87.64451599121094,-4.614912509918213,-97.05681610107422,0.5121204853057861,87.81807708740234,0.3540608882904053,87.46401977539062,0.2368990182876587,80000
1.119821310043335,-82.68797302246094,-5.2479777336120605,-97.21526336669922,0.5637884736061096,82.90522003173828,0.3994789123535156,82.50574493408203,0.21932494640350342,90000
1.5890237092971802,-79.82764434814453,0.17337030172348022,-97.19589233398438,0.5024348497390747,79.94087219238281,0.3660009801387787,79.57487487792969,0.2264031171798706,100000
1.608655333518982,-80.09579467773438,-0.13094311952590942,-97.31924438476562,0.5154117941856384,80.30641174316406,0.4016532003879547,79.9047622680664,0.22037506103515625,110000
2.3549962043762207,-79.55526733398438,-0.10331451892852783,-97.39191436767578,0.47418540716171265,79.70279693603516,0.3378926217556,79.36490631103516,0.21331411600112915,120000
0.7145043015480042,-82.00350952148438,-3.9621095657348633,-97.5799789428711,0.5229965448379517,82.25911712646484,0.3982454538345337,81.86087036132812,0.2317577451467514,130000
0.9283069372177124,-78.41000366210938,-0.29680052399635315,-97.31431579589844,0.5144876837730408,78.46099090576172,0.337851345539093,78.12313842773438,0.23459061980247498,140000
1.3209753036499023,-81.04283142089844,-1.809755563735962,-97.75967407226562,0.4992237687110901,81.17790222167969,0.37331485748291016,80.8045883178711,0.23089806735515594,150000
0.9376713633537292,-80.24654388427734,1.6621100902557373,-97.00459289550781,0.4932931661605835,80.44305419921875,0.4256021976470947,80.01744842529297,0.245639368891716,160000
5.291933059692383,-80.72666931152344,-0.2482033669948578,-97.89347839355469,0.49610692262649536,80.7038345336914,0.36236974596977234,80.34146118164062,0.22768040001392365,170000
1.2048344612121582,-80.70357513427734,0.3591458797454834,-97.55046844482422,0.477174311876297,80.86742401123047,0.38480305671691895,80.48262023925781,0.2060539275407791,180000
0.8543676137924194,-79.31266784667969,0.09385603666305542,-97.88648223876953,0.47899138927459717,79.54471588134766,0.372394859790802,79.17231750488281,0.211337611079216,190000
0.7115662097930908,-79.41422271728516,1.1943904161453247,-98.56599426269531,0.5411685705184937,79.58849334716797,0.4055258631706238,79.18296813964844,0.2118796557188034,200000
0.9375061988830566,-81.63981628417969,-34.63438034057617,-98.23018646240234,0.4642089009284973,81.86292266845703,0.3553136885166168,81.50760650634766,0.20531952381134033,210000
1.0044164657592773,-81.28422546386719,-1.1500849723815918,-97.62183380126953,0.5189778804779053,81.4663314819336,0.358389675617218,81.10794067382812,0.22804249823093414,220000
0.6607665419578552,-80.8631591796875,0.0407407283782959,-97.16262817382812,0.4518149495124817,81.00689697265625,0.39699310064315796,80.60990142822266,0.21588234603405,230000
1.6018807888031006,-80.81817626953125,-3.1133012771606445,-98.4801254272461,0.5465611815452576,80.89038848876953,0.4128211736679077,80.47756958007812,0.22386683523654938,240000
0.7556520700454712,-80.69774627685547,0.1480761170387268,-98.63514709472656,0.4543696343898773,80.9058609008789,0.3319137990474701,80.57394409179688,0.20648211240768433,250000
0.9212504625320435,-80.38191223144531,0.010547995567321777,-99.00619506835938,0.4682776927947998,80.515625,0.33774012327194214,80.17788696289062,0.19539836049079895,260000
1.2004482746124268,-81.5513916015625,0.38040584325790405,-99.32721710205078,0.47015154361724854,81.68711853027344,0.384060800075531,81.30305480957031,0.20123350620269775,270000
0.9586917161941528,-81.51883697509766,0.1703391671180725,-98.97115325927734,0.5190310478210449,81.80294799804688,0.35733282566070557,81.44561767578125,0.20527875423431396,280000
0.6947629451751709,-82.50390625,-29.377304077148438,-98.89769744873047,0.4622633159160614,82.72370910644531,0.3737185001373291,82.34999084472656,0.21482715010643005,290000
0.9051826000213623,-81.32962036132812,0.2364836037158966,-100.00692749023438,0.45809823274612427,81.56379699707031,0.3669096529483795,81.19688415527344,0.19144558906555176,300000
0.6374802589416504,-81.58674621582031,-0.04090315103530884,-99.64836120605469,0.48136258125305176,81.84550476074219,0.40299320220947266,81.44251251220703,0.23352834582328796,310000
0.8369027376174927,-79.53278350830078,-23.638225555419922,-99.29615783691406,0.47174501419067383,79.79359436035156,0.4516768455505371,79.3419189453125,0.19627009332180023,320000
1.302520513534546,-80.89503479003906,-0.2712552845478058,-96.99302673339844,0.46906888484954834,81.04591369628906,0.35725829005241394,80.68865203857422,0.17459388077259064,330000
0.6124300956726074,-79.560791015625,0.025960654020309448,-97.88316345214844,0.5029429197311401,79.82569122314453,0.4124118387699127,79.41327667236328,0.2117556631565094,340000
1.480334758758545,-79.45045471191406,-0.1653825044631958,-99.65126037597656,0.44164711236953735,79.64907836914062,0.39706647396087646,79.25201416015625,0.20720148086547852,350000
