value/v_loss,value/v_mean,value/v_max,value/v_min,critic/q_loss,critic/q_mean,critic/q_max,critic/q_min,actor/actor_loss,actor/mse,step
0.0033015799708664417,0.0039484091103076935,0.11747808754444122,-0.05414522439241409,0.713670015335083,0.06834576278924942,0.16973167657852173,-0.009146198630332947,0.2878935635089874,0.5286141633987427,0
0.052211325615644455,-36.14507293701172,-1.1427627801895142,-38.310787200927734,0.256183385848999,-36.591468811035156,0.37513503432273865,-38.823394775390625,14.584410667419434,0.3665348291397095,10000
0.08590109646320343,-53.21402359008789,-4.745277404785156,-60.748958587646484,1.196982979774475,-53.638671875,-4.56217098236084,-61.04474639892578,26.086700439453125,0.2558066248893738,20000
0.11135084927082062,-58.59228515625,0.07020775973796844,-73.24017333984375,1.000810980796814,-58.63960647583008,0.05388005077838898,-73.3600845336914,129.21176147460938,0.18882068991661072,30000
0.17917990684509277,-60.28874588012695,0.2452644556760788,-79.16690826416016,1.1027997732162476,-60.41404342651367,-0.1497381031513214,-79.2914810180664,139.65867614746094,0.18875791132450104,40000
0.13425090909004211,-60.497562408447266,-4.956923484802246,-82.39104461669922,0.9496920108795166,-60.81843566894531,-4.4955878257751465,-82.4908447265625,91.53407287597656,0.1927327662706375,50000
0.10586772859096527,-60.72240447998047,0.35147398710250854,-84.30503845214844,0.8673652410507202,-60.87965393066406,-0.2750142216682434,-84.38660430908203,153.5311279296875,0.16815578937530518,60000
0.12247902154922485,-62.49321746826172,-0.0748123973608017,-85.03204345703125,1.0232445001602173,-63.114891052246094,0.40272220969200134,-85.13432312011719,45.34796905517578,0.17335310578346252,70000
0.1497449427843094,-63.239105224609375,-2.309244155883789,-85.63763427734375,1.2103123664855957,-63.58134078979492,-2.5608882904052734,-85.71546173095703,44.50886535644531,0.14880278706550598,80000
0.11556078493595123,-62.048431396484375,-2.2651820182800293,-85.93578338623047,0.6849073171615601,-62.34025573730469,-2.3601324558258057,-86.00731658935547,60.99610137939453,0.1558777242898941,90000
0.14719870686531067,-61.10236358642578,0.5185560584068298,-86.0860824584961,1.0998754501342773,-61.17668914794922,-0.22818312048912048,-86.15534973144531,159.16429138183594,0.15523357689380646,100000
0.11238481104373932,-62.34962844848633,-2.378511667251587,-86.67501831054688,1.027732491493225,-62.74942398071289,-1.968230962753296,-86.68624877929688,55.78526306152344,0.15022695064544678,110000
0.07317277789115906,-61.333465576171875,-0.9535197019577026,-86.9979019165039,1.1054065227508545,-61.94324493408203,-0.4463331997394562,-87.13301849365234,19.914730072021484,0.15338434278964996,120000
0.11367916315793991,-64.14326477050781,-1.7270886898040771,-87.59957885742188,1.0520439147949219,-64.60836791992188,-2.408170461654663,-87.68769836425781,52.7155647277832,0.16086921095848083,130000
0.10883797705173492,-61.03538131713867,-0.02041482925415039,-88.37726593017578,0.9630401134490967,-61.06958770751953,-0.1763906180858612,-88.34369659423828,150.70765686035156,0.16139915585517883,140000
0.10942469537258148,-64.30659484863281,-0.6978428363800049,-89.06402587890625,1.4504879713058472,-64.60115814208984,1.0288074016571045,-89.01915740966797,66.54933166503906,0.15814372897148132,150000
